"№";"ID";"Угроза";"Атака / способ";"Элемент техпаспорта БАС";"Информационный поток";"Актуальность"
"468";"УБИ.8.1.13";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет реализации социальной инженерии";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.13 Реализация социальной инженерии. Техники: СП.13.1 Целенаправленная рассылка через рассылку рекламных писем (спам-сообщений); СП.13.2 Атаки через социальные сети; и др.. Компоненты: К.4.1.1 Администратор; К.4.2.1 Непривилегированный сотрудник.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"469";"УБИ.8.1.14";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет атаки типа ""отказ в обслуживании""";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.14 Атака типа ""отказ в обслуживании"". Техники: СП.14.8 Множественный запуск программного обеспечения; СП.14.10 Распределенная атака типа ""отказ в обслуживании"" с использованием усиливающих механизмов. Компоненты: К.1.3.1 Системные и сетевые службы; К.1.5.11 Пакет офисного ПО (для работы с текстами, таблицами, презентациями и т.п.); и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"470";"УБИ.8.1.15";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет шифрования данных";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.15 Шифрование данных. Техники: СП.15.1 Шифрование данных с применением вирусов-шифровальщиков; СП.15.2 Шифрование данных встроенными средствами. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"471";"УБИ.8.1.16";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет нарушения изоляции";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.16 Нарушение изоляции. Техники: СП.16.2 Нарушение изоляции процессов. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"472";"УБИ.8.1.18";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"473";"УБИ.8.1.19";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"474";"УБИ.8.1.21";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет повреждения данных";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.21 Повреждение данных. Техники: СП.21.2 Затирание данных (wiping); СП.21.3 Искажение данных. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"475";"УБИ.8.1.23";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет модификации (подмены) прошивки (микропрограммы)";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.23 Модификация (подмена) прошивки (микропрограммы). Техники: СП.23.1 Подмена прошивки (микропрограммы); СП.23.2 Модификация прошивки (микропрограммы). Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"476";"УБИ.8.1.24";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет физического воздействия";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.24 Физическое воздействие. Техники: СП.24.2 Внесение изменений в конфигурацию на уровне оборудования; СП.24.3 Уничтожение оборудования. Компоненты: К.2.1.2 Монитор; К.2.1.3 Мышь; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"477";"УБИ.8.1.25";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.2 Атаки на протоколы достижения консенсуса; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"478";"УБИ.8.1.26";"Угроза нарушения функционирования (работоспособности) автоматизированного рабочего места за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.3 Снижение качеств обслуживания в результате атак на системы хранения данных; и др.. Компоненты: К.1.3.1 Системные и сетевые службы; К.2.2.8 Сетевой интерфейс.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна"
"479";"УБИ.8.2.1";"Угроза нарушения функционирования (работоспособности) сервера за счет эксплуатации уязвимостей";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"480";"УБИ.8.2.2";"Угроза нарушения функционирования (работоспособности) сервера за счет использования недостатков конфигурации";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"481";"УБИ.8.2.4";"Угроза нарушения функционирования (работоспособности) сервера за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.1 Внедрение вредоносного программного обеспечения через электронную почту; СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"482";"УБИ.8.2.5";"Угроза нарушения функционирования (работоспособности) сервера за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.2 Внедрение закладок, являющихся драйверами устройств; СП.5.3 Внедрение закладок, имитирующих интерфейсы служебных программ; и др.. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"483";"УБИ.8.2.13";"Угроза нарушения функционирования (работоспособности) сервера за счет реализации социальной инженерии";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.13 Реализация социальной инженерии. Техники: СП.13.1 Целенаправленная рассылка через рассылку рекламных писем (спам-сообщений); СП.13.2 Атаки через социальные сети; и др.. Компоненты: К.4.1.1 Администратор.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"484";"УБИ.8.2.14";"Угроза нарушения функционирования (работоспособности) сервера за счет атаки типа ""отказ в обслуживании""";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.14 Атака типа ""отказ в обслуживании"". Техники: СП.14.8 Множественный запуск программного обеспечения; СП.14.10 Распределенная атака типа ""отказ в обслуживании"" с использованием усиливающих механизмов. Компоненты: К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"485";"УБИ.8.2.15";"Угроза нарушения функционирования (работоспособности) сервера за счет шифрования данных";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.15 Шифрование данных. Техники: СП.15.1 Шифрование данных с применением вирусов-шифровальщиков; СП.15.2 Шифрование данных встроенными средствами. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"486";"УБИ.8.2.16";"Угроза нарушения функционирования (работоспособности) сервера за счет нарушения изоляции";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.16 Нарушение изоляции. Техники: СП.16.2 Нарушение изоляции процессов. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"487";"УБИ.8.2.18";"Угроза нарушения функционирования (работоспособности) сервера за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"488";"УБИ.8.2.19";"Угроза нарушения функционирования (работоспособности) сервера за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"489";"УБИ.8.2.21";"Угроза нарушения функционирования (работоспособности) сервера за счет повреждения данных";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.21 Повреждение данных. Техники: СП.21.2 Затирание данных (wiping); СП.21.3 Искажение данных. Компоненты: К.1.2.1 Операционная система.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"490";"УБИ.8.2.25";"Угроза нарушения функционирования (работоспособности) сервера за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.2 Атаки на протоколы достижения консенсуса; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы; и др..";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"491";"УБИ.8.2.26";"Угроза нарушения функционирования (работоспособности) сервера за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на сервер мониторинга, логирования, анализа событий или SITL-стенд. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.3 Снижение качеств обслуживания в результате атак на системы хранения данных; и др.. Компоненты: К.1.3.1 Системные и сетевые службы; К.2.2.8 Сетевой интерфейс.";"SecurityMonitorApp; TelemetryCollector; StateGuard; ThreatDetector; RiskEngine; Responder; AuditLogger; PX4 SITL";"F7, F8, F10";"Условно актуальна"
"492";"УБИ.8.3.1";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет эксплуатации уязвимостей";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"493";"УБИ.8.3.2";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет использования недостатков конфигурации";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"494";"УБИ.8.3.4";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; СП.4.4 Внедрение вредоносного программного обеспечения через сетевое взаимодействие; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"495";"УБИ.8.3.5";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.4 Внедрение аппаратных закладок; СП.5.7 Внедрение закладок в микропрограммное обеспечение. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных; и др..";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"496";"УБИ.8.3.7";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет прослушивания (захвата) сетевого трафика";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.7 Прослушивание (захват) сетевого трафика. Техники: СП.7.3 Атаки на уровне каналов и сети, приводящие к изменению маршрутов; СП.7.4 Перенаправление трафика. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"497";"УБИ.8.3.13";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет реализации социальной инженерии";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.13 Реализация социальной инженерии. Техники: СП.13.1 Целенаправленная рассылка через рассылку рекламных писем (спам-сообщений); СП.13.2 Атаки через социальные сети; и др.. Компоненты: К.4.2.1 Непривилегированный сотрудник.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"498";"УБИ.8.3.15";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет шифрования данных";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.15 Шифрование данных. Техники: СП.15.2 Шифрование данных встроенными средствами. Компоненты: К.2.3.1 Система хранения данных; К.2.3.2 Съемный машинный носитель информации.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"499";"УБИ.8.3.16";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет нарушения изоляции";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.16 Нарушение изоляции. Техники: СП.16.3 Нарушение сетевой изоляции. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"500";"УБИ.8.3.18";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"501";"УБИ.8.3.21";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет повреждения данных";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.21 Повреждение данных. Техники: СП.21.1 Повреждение загрузочной области; СП.21.2 Затирание данных (wiping); и др.. Компоненты: К.2.3.2 Съемный машинный носитель информации.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"502";"УБИ.8.3.23";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет модификации (подмены) прошивки (микропрограммы)";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.23 Модификация (подмена) прошивки (микропрограммы). Техники: СП.23.1 Подмена прошивки (микропрограммы); СП.23.2 Модификация прошивки (микропрограммы). Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"503";"УБИ.8.3.24";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет физического воздействия";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.24 Физическое воздействие. Техники: СП.24.1 Кража носителей информации; СП.24.2 Внесение изменений в конфигурацию на уровне оборудования; и др.. Компоненты: К.2.3.1 Система хранения данных; К.2.3.2 Съемный машинный носитель информации.";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"504";"УБИ.8.3.25";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.4 Атаки на услуги системы с распределенным реестром. Компоненты: К.2.2.8 Сетевой интерфейс; К.2.3.1 Система хранения данных; и др..";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"505";"УБИ.8.3.26";"Угроза нарушения функционирования (работоспособности) периферийного оборудования за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на периферия БАС: датчики, GNSS-модуль, камера, ESC, исполнительные устройства. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.3 Снижение качеств обслуживания в результате атак на системы хранения данных; и др.. Компоненты: К.2.2.8 Сетевой интерфейс; К.2.3.1 Система хранения данных; и др..";"Категория «периферийное оборудование» есть в docx; в файлах проекта отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels";"F5, F6";"Условно актуальна"
"506";"УБИ.8.4.1";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет эксплуатации уязвимостей";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна"
"507";"УБИ.8.4.2";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет использования недостатков конфигурации";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных.";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна"
"508";"УБИ.8.4.4";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; СП.4.4 Внедрение вредоносного программного обеспечения через сетевое взаимодействие; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных.";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна"
"509";"УБИ.8.4.5";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.4 Внедрение аппаратных закладок; СП.5.7 Внедрение закладок в микропрограммное обеспечение. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.2.3.1 Система хранения данных; и др..";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна"
"510";"УБИ.8.4.7";"Угроза нарушения функционирования (работоспособности) устройство хранения данных за счет прослушивания (захвата) сетевого трафика";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.7 Прослушивание (захват) сетевого трафика. Техники: СП.7.3 Атаки на уровне каналов и сети, приводящие к изменению маршрутов; СП.7.4 Перенаправление трафика. Компоненты: К.3.1.1 Проводной канал передачи данных.";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна"
